@HEAD;file_name;type;looped;slot;volume;frequency;vol_variation;freq_variation;non_blocking;min_dist;max_dist;audible_dist,
beholder_start;beholder_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_stop;beholder_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_clock;beholder_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_contra;beholder_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_clock2;beholder_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_contra2;beholder_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_slew;beholder_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_respawn;beholder_respawn.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_lturn;beholder_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder_rturn;beholder_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
beholder2_special;beholder2_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_appear;spider_boss_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_disappear;spider_boss_disappear.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_prepare;spider_boss_prepare.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_damage;spider_boss_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_attack;spider_boss_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_attack_left;spider_boss_attack_left.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_attack_right;spider_boss_attack_right.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_cast;spider_boss_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_death;spider_boss_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
spider_boss_rarelist;spider_boss_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_attack;devilfish_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_happy;devilfish_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_damage;devilfish_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_respawn;devilfish_respawn.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_special;devilfish_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_death;devilfish_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_move;devilfish_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_rarelist;devilfish_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_start;devilfish_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_stop;devilfish_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_clock;devilfish_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_contra;devilfish_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_clock2;devilfish_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_contra2;devilfish_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_lturn;devilfish_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_rturn;devilfish_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_slew;devilfish_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
devilfish_appear;devilfish_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_castmagic;demoness_castmagic.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_respawn;demoness_respawn.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_longattack;demoness_longattack.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_attack;demoness_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_avoid;demoness_avoid.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_happy;demoness_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_damage;demoness_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_special;demoness_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_death;demoness_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_start;demoness_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_stop;demoness_stop.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_lturn;demoness_lturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_rturn;demoness_rturn.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_rarelist;demoness_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_move;demoness_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_clock;demoness_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_contra;demoness_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_clock2;demoness_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_contra2;demoness_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
demoness_slew;demoness_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
kraken_boss_appear;kraken_boss_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
kraken_boss_cast;kraken_boss_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
kraken_boss_damage;kraken_boss_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
kraken_boss_death;kraken_boss_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
kraken_boss_idle;kraken_boss_idle.wav;SOUND;0;npc;1;;;;;20;1000;50,
kraken_boss_rarelist;kraken_boss_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_c_appear;tentacle_c_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_c_attack;tentacle_c_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_c_damage;tentacle_c_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_c_death;tentacle_c_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_l_appear;tentacle_l_appear.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_l_attack;tentacle_l_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
tentacle_vl_attack;tentacle_vl_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
elf_rarelist;elf_rarelist.wav;SOUND;0;enemy;1;;;;;20;1000;50,
elf_attack;elf_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
elf_move;elf_move.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_start;elf_start.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_clock;elf_clock.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_clock2;elf_clock2.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_contra;elf_contra.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_contra2;elf_contra2.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_lturn;elf_lturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_rturn;elf_rturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_damage;elf_damage.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_death;elf_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_slew;elf_slew.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_stop; elf_stop.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_cast;elf_cast.wav;SOUND;0;spells;1;;;;;20;1000;50,
elf_happy;elf_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
elf2_special;elf2_special.wav;SOUND;0;npc;1;;;;;20;1000;50,
cave_skeleton05_charge;cave_skeleton05_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton05_click;cave_skeleton05_click.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton05_finish;cave_skeleton05_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton05_release;cave_skeleton05_release.wav;SOUND;0;npc;1;;;;;5;100;15,
sprite_idle;sprite_idle.wav;SOUND;0;ambient;1;;;;;20;1000;50,
sprite_rare;sprite_rare.wav;SOUND;0;enemy;1;;;;;20;1000;50,
sprite_move;sprite_move.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_attack;sprite_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
sprite_start;sprite_start.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_stop;sprite_stop.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_clock;sprite_clock.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_contra;sprite_contra.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_clock2;sprite_clock2.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_contra2;sprite_contra2.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_lturn;sprite_lturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_rturn;sprite_rturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_cast;sprite_cast.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_damage;sprite_damage.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_slew;sprite_slew.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_death;sprite_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_cursor;sprite_cursor.wav;SOUND;0;ambient;1;;;;;20;1000;50,
sprite_happy;sprite_happy.wav;SOUND;0;npc;1;;;;;20;1000;50,
sprite_respawn;sprite_respawn.wav;SOUND;0;spells;1;;;;;20;1000;50,
sprite_special;sprite_special.wav;SOUND;0;spells;1;;;;;20;1000;50,
hero1_rarelist;hero1_rarelist.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_grass;hero1_rarelist_grass.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_ground;hero1_rarelist_ground.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_sand;hero1_rarelist_sand.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_snow;hero1_rarelist_snow.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_stone;hero1_rarelist_stone.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_water;hero1_rarelist_water.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_rarelist_wood;hero1_rarelist_wood.wav;SOUND;0;player;1;;;;;10;1000;30,
hero1_move;hero1_move.wav;SOUND;0;player;0.6;;;;;10;1000;30,
hero1_move_grass;hero1_move_grass_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero1_move_grass1;hero1_move_grass1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_grass2;hero1_move_grass2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_grass3;hero1_move_grass3.wav;SOUND;0;player;1;;;;;;;,
hero1_move_sand;hero1_move_sand_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero1_move_sand1;hero1_move_sand1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_sand2;hero1_move_sand2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_sand3;hero1_move_sand3.wav;SOUND;0;player;1;;;;;;;,
hero1_move_snow;hero1_move_snow_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero1_move_snow1;hero1_move_snow1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_snow2;hero1_move_snow2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_snow3;hero1_move_snow3.wav;SOUND;0;player;1;;;;;;;,
hero1_move_stone;hero1_move_stone_array;ARRAY;0;player;0.6;;;;;1;1000;30,
hero1_move_stone1;hero1_move_stone1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_stone2;hero1_move_stone2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_stone3;hero1_move_stone3.wav;SOUND;0;player;1;;;;;;;,
hero1_move_water;hero1_move_water_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero1_move_water1;hero1_move_water1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_water2;hero1_move_water2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_water3;hero1_move_water3.wav;SOUND;0;player;1;;;;;;;,
hero1_move_ground;hero1_move_ground_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero1_move_ground1;hero1_move_ground1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_ground2;hero1_move_ground2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_ground3;hero1_move_ground3.wav;SOUND;0;player;1;;;;;;;,
hero1_move_wood;hero1_move_wood_array;ARRAY;0;player;0.6;;;;;10;1000;30,
hero1_move_wood1;hero1_move_wood1.wav;SOUND;0;player;1;;;;;;;,
hero1_move_wood2;hero1_move_wood2.wav;SOUND;0;player;1;;;;;;;,
hero1_move_wood3;hero1_move_wood3.wav;SOUND;0;player;1;;;;;;;,
cave_skeleton01_charge;cave_skeleton01_charge.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton01_click;cave_skeleton01_click.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton01_finish;cave_skeleton01_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton01_release;cave_skeleton01_release.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton01_take;cave_skeleton01_take.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton01high_finish;cave_skeleton01high_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton02_charge;cave_skeleton02_charge.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton02_click;cave_skeleton02_click.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton02_finish;cave_skeleton02_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton02_release;cave_skeleton02_release.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton02high_finish;cave_skeleton02high_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton03_charge;cave_skeleton03_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton03_click;cave_skeleton03_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton03_finish;cave_skeleton03_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton03_release;cave_skeleton03_release.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton04_charge;cave_skeleton04_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton04_click;cave_skeleton04_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton04_finish;cave_skeleton04_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
cave_skeleton04_release;cave_skeleton04_release.wav;SOUND;0;npc;1;;;;;5;100;15,
cave_skeleton04high_finish;cave_skeleton04high_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt01_charge;crypt01_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt01_click;crypt01_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt01_cursor;crypt01_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt01_finish;crypt01_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt01_release;crypt01_release.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt02_charge;crypt02_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt02_click;crypt02_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt02_cursor;crypt02_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt02_finish;crypt02_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt02_release;crypt02_release.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt03_charge;crypt03_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt03_click;crypt03_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt03_cursor;crypt03_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt03_finish;crypt03_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt03_release;crypt03_release.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt04_charge;crypt04_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt04_click;crypt04_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt04_cursor;crypt04_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt04_finish;crypt04_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt04_release;crypt04_release.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt05_charge;crypt05_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt05_click;crypt05_click.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt05_cursor;crypt05_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
crypt05_finish;crypt05_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
crypt05_release;crypt05_release.wav;SOUND;0;npc;1;;;;;5;100;15,
building_brokenship_rare;building_brokenship_rare.wav;SOUND;0;ambient;1;;;;;5;1000000;15,
building_brokenship_empty;building_brokenship_empty.wav;SOUND;0;ambient;1;;;;;5;1000000;15,
building_brokenship_extra;building_brokenship_extra.wav;SOUND;0;ambient;1;;;;;5;1000000;15,
building_brokenship_idle;building_brokenship_idle.wav;SOUND;0;ambient;1;;;;;5;1000000;15,
building_brokenship_idlemain;building_brokenship_idlemain.wav;SOUND;0;ambient;1;;;;;5;1000000;15,
building_brokenship_spare;building_brokenship_spare.wav;SOUND;0;ambient;1;;;;;5;1000000;15,
roll_bag01_charge;roll_bag01_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_bag01_click;roll_bag01_click.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_bag01_cursor;roll_bag01_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_bag01_finish;roll_bag01_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_bag01_release;roll_bag01_release.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_bag01_take;roll_bag01_take.wav;SOUND;0;npc;1;;;;;5;100;15,
money_skeleton01_charge;money_skeleton01_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
money_skeleton01_click;money_skeleton01_click.wav;SOUND;0;npc;1;;;;;5;100;15,
money_skeleton01_cursor;money_skeleton01_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
money_skeleton01_finish;money_skeleton01_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
money_skeleton01_release;money_skeleton01_release.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_charge;roll_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_click;roll_click.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_cursor;roll_cursor.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_finish;roll_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_release;roll_release.wav;SOUND;0;npc;1;;;;;5;100;15,
roll_take;roll_take.wav;SOUND;0;npc;1;;;;;5;100;15,
building_towerwizard;building_towerwizard.wav;SOUND;0;npc;1;;;;;5;100;15,
building_dwarffactory01_idle;building_dwarffactory01_idle.wav;SOUND;0;npc;1;;;;;5;100;15,
building_dwarflab01;building_dwarflab01.wav;SOUND;0;npc;1;;;;;5;100;15,
building_dwarfsmithy_idle;building_dwarfsmithy_idle.wav;SOUND;0;npc;1;;;;;5;100;15,
deadvase01_charge;deadvase01_charge.wav;SOUND;0;npc;1;;;;;5;100;15,
deadvase01_click;deadvase01_click.wav;SOUND;0;npc;1;;;;;5;100;15,
deadvase01_cursor;deadvase01_cursor.wav;SOUND;0;ambient;1;;;;;5;100;15,
deadvase01_finish;deadvase01_finish.wav;SOUND;0;npc;1;;;;;5;100;15,
deadvase01_release;deadvase01_release.wav;SOUND;0;npc;1;;;;;5;100;15,
blackdragon_move;blackdragon_move.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_attack;blackdragon_attack.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_clock2;blackdragon_clock2.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_clock;blackdragon_clock.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_contra2;blackdragon_contra2.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_contra;blackdragon_contra.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_damage;blackdragon_damage.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_death;blackdragon_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_descent;blackdragon_descent.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_flight;blackdragon_flight.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_ldivert;blackdragon_ldivert.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_lturn;blackdragon_lturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_rdivert;blackdragon_rdivert.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_respawn;blackdragon_respawn.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_rturn;blackdragon_rturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_slew;blackdragon_slew.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_start;blackdragon_start.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_stop;blackdragon_stop.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_takeoff;blackdragon_takeoff.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_victory;blackdragon_victory.wav;SOUND;0;npc;1;;;;;20;1000;50,
blackdragon_waft;blackdragon_waft.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_fire_takeoff;blackdragon_fire_takeoff.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_fire_flight;blackdragon_fire_flight.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_fire_descent;blackdragon_fire_descent.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_fire_ldivert;blackdragon_fire_ldivert.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_fire_rdivert;blackdragon_fire_rdivert.wav;SOUND;0;spells;1;;;;;20;1000;50,
blackdragon_fire_waft;blackdragon_fire_waft.wav;SOUND;0;spells;1;;;;;20;1000;50,
sanctuary_rage_idle;sanctuary_rage_idle.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_rage_click;sanctuary_rage_click.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_rage_take;sanctuary_rage_take.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_rage_finish;sanctuary_rage_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
barrier01_damage;barrier01_damage.wav;SOUND;0;spells;1;;;;;10;1000;15,
barrier01_death;barrier01_death.wav;SOUND;0;spells;1;;;;;10;1000;15,
well_wish01_idle;well_wish01_idle.wav;SOUND;0;ambient;1;;;;;5;100;15,
well_wish01_cursor;well_wish01_cursor.wav;SOUND;0;ambient;1;;;;;5;100;15,
well_wish01_click;well_wish01_click.wav;SOUND;0;npc;1;;;;;5;100;15,
well_wish01_finish;well_wish01_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
well_wish01_take;well_wish01_take.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_experience_idle;sanctuary_experience_idle.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_experience_cursor;sanctuary_experience_cursor.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_experience_charge;sanctuary_experience_charge.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_experience_release;sanctuary_experience_release.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_experience_click;sanctuary_experience_click.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_experience_finish;sanctuary_experience_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_experience_take;sanctuary_experience_take.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_wizdom_idle;sanctuary_wizdom_idle.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_wizdom_cursor;sanctuary_wizdom_cursor.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_wizdom_click;sanctuary_wizdom_click.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_wizdom_take;sanctuary_wizdom_take.wav;SOUND;0;npc;1;;;;;5;100;15,
sanctuary_wizdom_charge;sanctuary_wizdom_charge.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_wizdom_release;sanctuary_wizdom_release.wav;SOUND;0;ambient;1;;;;;5;100;15,
sanctuary_wizdom_finish;sanctuary_wizdom_finish.wav;SOUND;0;ambient;1;;;;;5;100;15,
phoenix_rare;phoenix_rare.wav;SOUND;0;npc;1;;;;;20;1000;50,
phoenix_victory;phoenix_victory.wav;SOUND;0;npc;1;;;;;20;1000;50,
phoenix_waft;phoenix_waft.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_idle;phoenix_idle.wav;SOUND;0;ambient;1;;;;;20;1000;50,
phoenix_attack;phoenix_attack.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_move;phoenix_move.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_start;phoenix_start.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_stop;phoenix_stop.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_clock;phoenix_clock.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_contra;phoenix_contra.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_lturn;phoenix_lturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_rturn;phoenix_rturn.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_damage;phoenix_damage.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_takeoff;phoenix_takeoff.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_flight;phoenix_flight.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_descent;phoenix_descent.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_rdivert;phoenix_rdivert.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_ldivert;phoenix_ldivert.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_slew;phoenix_slew.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_death;phoenix_death.wav;SOUND;0;spells;1;;;;;20;1000;50,
phoenix_respawn;phoenix_respawn.wav;SOUND;0;spells;1;;;;;20;1000;50,
greendragon_rarelist;greendragon_rarelist.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_move;greendragon_move.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_damage;greendragon_damage.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_death;greendragon_death.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_cast;greendragon_cast.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_attack;greendragon_attack.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_start;greendragon_start.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_slew;greendragon_slew.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_contra2;greendragon_contra2.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_contra;greendragon_contra.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_clock2;greendragon_clock2.wav;SOUND;0;npc;1;;;;;20;1000;50,
greendragon_clock;greendragon_clock.wav;SOUND;0;npc;1;;;;;20;1000;50,
